time,coin,surge,val_24h_eok,chg_24h,spread_pct,depth_imb,bid_wall,ask_wall,buy_ratio
2026-06-28 16:38:52,POKT,70.9,65,+10.1,0.0776,0.0102,0.2441,0.2475,0.268
2026-06-28 16:38:52,MLK,61.6,14,-9.2,0.4762,-0.0164,0.6211,0.6063,0.5555
2026-06-28 16:38:52,SYRUP,58.8,24,+1.9,0.4577,-0.2638,0.2477,0.3662,0.4806
2026-06-28 16:38:52,GLM,55.1,21,+0.7,0.6557,-0.3973,0.6246,0.3713,0.3107
2026-06-28 16:38:52,ARK,54.2,13,-8.3,0.6042,0.3113,0.5324,0.3224,0.5635
2026-06-28 16:38:52,PUNDIX,24.8,18,-10.7,0.7491,-0.3038,0.2061,0.4014,0.4035
2026-06-28 17:08:59,ELF,779.1,67,+1.0,0.9756,-0.6061,0.3648,0.3467,0.3699
2026-06-28 17:08:59,AGLD,232.3,70,-5.1,0.678,-0.0343,0.5709,0.138,0.1897
2026-06-28 17:08:59,HP,200.6,55,+1.8,0.8704,0.9008,0.2367,0.3292,0.7515
2026-06-28 17:08:59,TAVA,120.7,28,+4.5,0.2705,0.1366,0.4587,0.4566,0.307
2026-06-28 17:08:59,BICO,79.0,37,+0.2,0.3675,0.371,0.6441,0.1434,0.626
2026-06-28 17:08:59,CARV,73.1,16,-5.1,0.4738,0.2663,0.4897,0.4771,0.5375
2026-06-28 17:08:59,POKT,71.4,66,+10.5,0.7704,-0.0121,0.2777,0.3022,0.5643
2026-06-28 17:08:59,SYRUP,58.4,24,+1.4,0.9132,-0.248,0.3407,0.3999,0.568
2026-06-28 17:08:59,GLM,55.2,21,+1.3,0.6557,-0.3956,0.4806,0.3984,0.4243
2026-06-28 17:08:59,MLK,49.9,11,-1.7,0.0353,-0.1719,0.7961,0.5656,0.4388
2026-06-28 17:08:59,ARK,49.8,12,-9.8,0.6042,-0.0347,0.274,0.324,0.3866
2026-06-28 17:08:59,PUNDIX,22.4,17,-9.5,0.7491,0.1686,0.4938,0.3408,0.4438
2026-06-28 17:39:07,ELF,658.1,57,-15.7,0.9852,-0.6148,0.4558,0.3889,0.1953
2026-06-28 17:39:07,AGLD,227.1,68,-7.6,0.3431,0.0659,0.4646,0.2351,0.409
2026-06-28 17:39:07,HP,201.0,55,+2.2,0.8043,0.7536,0.1757,0.1848,0.6576
2026-06-28 17:39:07,TAVA,121.1,28,+3.0,0.0228,-0.189,0.3298,0.3504,0.0657
2026-06-28 17:39:07,BICO,78.7,37,+3.0,0.3324,0.3935,0.6229,0.1325,0.2013
2026-06-28 17:39:07,CARV,72.0,16,-5.4,0.1803,0.3039,0.418,0.2571,0.9605
2026-06-28 17:39:07,POKT,72.0,66,+11.7,0.0764,-0.2352,0.3353,0.2323,0.6355
2026-06-28 17:39:07,SYRUP,58.2,24,+0.9,0.4556,-0.5037,0.2517,0.3518,0.5907
2026-06-28 17:39:07,GLM,54.6,21,+0.0,0.6515,-0.3047,0.5839,0.2317,0.4605
2026-06-28 17:39:07,ARK,46.2,11,-11.8,0.6042,-0.0003,0.2341,0.2966,0.3929
2026-06-28 17:39:07,MLK,45.1,10,-6.6,0.6809,0.1926,0.3461,0.805,0.2157
2026-06-28 17:39:07,PUNDIX,21.3,16,-12.7,0.7605,0.1612,0.3278,0.3755,0.5064
2026-06-28 18:09:14,ELF,465.1,40,-12.4,0.3411,-0.8302,0.1739,0.1691,0.2255
2026-06-28 18:09:14,AGLD,224.5,67,-7.7,0.3454,0.1495,0.578,0.2012,0.1356
2026-06-28 18:09:14,HP,201.0,55,+2.0,0.8054,0.2465,0.2566,0.6569,0.7609
2026-06-28 18:09:14,TAVA,121.5,29,+2.8,0.7279,-0.1111,0.2027,0.6444,0.5696
2026-06-28 18:09:14,BICO,78.2,37,+3.7,0.2981,0.4283,0.6362,0.2098,0.8753
2026-06-28 18:09:14,POKT,72.4,67,+12.5,0.6847,0.1804,0.1924,0.3172,0.6788
2026-06-28 18:09:14,CARV,69.1,15,-2.7,0.3411,0.3763,0.5541,0.2284,0.6719
2026-06-28 18:09:14,SYRUP,58.1,24,+1.4,0.4535,-0.253,0.2496,0.2991,0.4511
2026-06-28 18:09:14,MLK,38.7,9,-7.5,0.3418,-0.3976,0.418,0.5411,0.2854
2026-06-28 18:09:14,GLM,36.6,14,-5.5,0.6472,-0.2496,0.4418,0.321,0.5704
2026-06-28 18:09:14,ARK,30.7,7,-10.8,0.6042,0.0592,0.3294,0.3701,0.2158
2026-06-28 18:39:22,ELF,409.7,35,-5.7,0.5339,-0.5864,0.446,0.2304,0.1668
2026-06-28 18:39:22,AGLD,221.1,66,-5.9,0.3503,0.005,0.4379,0.1667,0.2776
2026-06-28 18:39:22,HP,201.3,55,+1.6,1.1322,0.8096,0.5466,0.2303,0.7217
2026-06-28 18:39:22,TAVA,122.0,29,+2.6,0.5247,0.1963,0.2421,0.2414,0.5112
2026-06-28 18:39:22,BICO,77.9,36,+3.0,0.3322,0.5278,0.5972,0.1896,0.8735
2026-06-28 18:39:22,POKT,72.8,67,+11.5,0.1522,0.0786,0.229,0.2714,0.1527
2026-06-28 18:39:22,CARV,67.7,15,-2.5,0.1439,0.4472,0.4436,0.2096,0.5414
2026-06-28 18:39:22,SYRUP,57.3,23,+3.2,0.8969,-0.2338,0.2005,0.3886,0.6127
2026-06-28 18:39:22,MLK,37.0,8,-8.1,0.3424,0.0428,0.6239,0.6842,0.6942
2026-06-28 18:39:22,ARK,28.5,7,-9.3,0.6042,0.039,0.2832,0.2681,0.0438
2026-06-28 18:39:22,GLM,22.3,8,-1.3,0.6557,-0.2817,0.5768,0.2951,0.6603
2026-06-28 19:09:29,ELF,392.3,34,-3.1,1.4226,-0.8276,0.4398,0.5209,0.171
2026-06-28 19:09:29,AGLD,214.2,64,-9.0,0.7092,-0.5426,0.2091,0.4631,0.3365
2026-06-28 19:09:29,HP,175.7,48,-24.0,0.2712,0.7825,0.2599,0.1949,0.0683
2026-06-28 19:09:29,TAVA,122.2,29,+2.3,0.5257,0.0758,0.2272,0.2519,0.532
2026-06-28 19:09:29,BICO,77.8,36,+2.1,0.2675,-0.0191,0.1771,0.1695,0.7502
2026-06-28 19:09:29,POKT,73.1,67,+11.1,0.3075,-0.1497,0.4532,0.1711,0.4949
2026-06-28 19:09:29,CARV,67.7,15,-3.6,0.2339,0.4845,0.3972,0.2021,0.5219
2026-06-28 19:09:29,SYRUP,57.3,23,+1.4,0.8969,-0.2842,0.2149,0.3587,0.6076
2026-06-28 19:09:29,MLK,33.6,8,-9.1,0.1814,-0.6188,0.2522,0.8974,0.9594
2026-06-28 19:09:29,ARK,27.4,7,-7.8,1.2121,-0.0311,0.4475,0.3039,0.0124
2026-06-28 19:09:29,GLM,21.1,8,+2.7,1.2987,-0.3918,0.4045,0.3667,0.4192
2026-06-28 19:39:36,ELF,383.9,33,-6.5,0.8664,0.6004,0.599,0.4242,0.5176
2026-06-28 19:39:36,AGLD,210.7,63,-7.8,0.3527,-0.1493,0.5745,0.3532,0.6916
2026-06-28 19:39:36,HP,129.1,36,-19.5,0.4076,0.8321,0.2479,0.3097,0.6525
2026-06-28 19:39:36,TAVA,122.5,29,+1.7,0.0689,-0.7085,0.2239,0.5941,0.7616
2026-06-28 19:39:36,BICO,77.1,36,+1.4,0.1011,-0.1228,0.2842,0.212,0.0992
2026-06-28 19:39:36,POKT,73.5,68,+11.1,0.1535,0.4241,0.6802,0.4252,0.5211
2026-06-28 19:39:36,CARV,64.8,14,-4.2,0.5082,-0.5721,0.3525,0.5389,0.1141
2026-06-28 19:39:36,SYRUP,55.3,23,-0.4,0.4454,-0.2544,0.1988,0.3186,0.4594
2026-06-28 19:39:36,MLK,29.5,7,-9.0,0.0184,-0.0414,0.2585,0.7826,0.0621
2026-06-28 19:39:36,ARK,25.3,6,-3.5,1.2195,-0.0686,0.4286,0.4705,0.204
2026-06-28 19:39:36,GLM,21.1,8,+2.0,0.6515,-0.5096,0.4502,0.3073,0.3601
2026-06-28 20:09:43,ELF,374.9,32,-8.8,0.3346,0.5442,0.6267,0.3391,0.2546
2026-06-28 20:09:43,AGLD,210.9,63,-6.6,0.3503,0.3112,0.4987,0.2668,0.3992
2026-06-28 20:09:43,TAVA,123.4,29,+0.2,0.3987,0.5846,0.3626,0.2482,0.5107
2026-06-28 20:09:43,HP,106.5,29,-20.6,0.201,0.4095,0.2158,0.2074,0.2901
2026-06-28 20:09:43,BICO,76.5,36,+1.9,0.068,0.2812,0.6983,0.179,0.0855
2026-06-28 20:09:43,POKT,73.8,68,+10.3,0.6878,0.0792,0.1365,0.1879,0.4135
2026-06-28 20:09:43,CARV,64.9,14,-3.4,0.2896,-0.352,0.314,0.4552,0.629
2026-06-28 20:09:43,SYRUP,53.6,22,-0.5,0.9009,-0.3072,0.1918,0.3725,0.0122
2026-06-28 20:09:43,MLK,28.7,7,-6.0,0.742,-0.1396,0.5004,0.3858,0.6333
2026-06-28 20:09:43,ARK,24.7,6,-2.9,0.6079,-0.0617,0.4413,0.4498,0.3515
2026-06-28 20:09:43,GLM,20.8,8,+4.7,0.6431,-0.2549,0.5472,0.2218,0.3201
2026-06-28 20:39:51,ELF,369.6,32,-10.8,0.3886,0.9347,0.7088,0.4026,0.7245
2026-06-28 20:39:51,AGLD,208.9,63,-7.5,0.7067,0.3164,0.5345,0.2899,0.344
2026-06-28 20:39:51,TAVA,124.1,29,+0.5,0.6484,-0.2434,0.4461,0.3382,0.7861
2026-06-28 20:39:51,HP,80.2,22,-13.4,1.2808,0.7333,0.256,0.2232,0.3218
2026-06-28 20:39:51,BICO,77.0,36,+5.0,0.2654,0.4227,0.5556,0.1468,0.4666
2026-06-28 20:39:51,POKT,74.0,68,+10.4,0.383,0.426,0.6647,0.1631,0.4975
2026-06-28 20:39:51,CARV,64.6,14,-4.1,0.4529,-0.6883,0.3612,0.3811,0.5954
2026-06-28 20:39:51,SYRUP,51.2,21,-1.8,0.4454,-0.3225,0.276,0.3895,0.3507
2026-06-28 20:39:51,MLK,27.4,6,-6.2,0.0731,-0.7994,0.3081,0.4932,0.5368
2026-06-28 20:39:51,ARK,24.2,6,-3.0,0.6079,-0.0352,0.2724,0.4709,0.4415
2026-06-28 20:39:51,GLM,20.2,8,+4.0,0.6431,-0.2476,0.5235,0.3744,0.338
2026-06-28 21:09:58,ELF,360.3,31,-10.0,0.6636,0.7862,0.899,0.4603,0.1159
2026-06-28 21:09:58,AGLD,205.6,62,-8.8,0.7143,0.341,0.2296,0.3663,0.2964
2026-06-28 21:09:58,TAVA,124.1,29,+1.1,0.5325,0.0317,0.491,0.1743,0.8186
2026-06-28 21:09:58,BICO,77.4,36,+4.3,0.3,-0.1294,0.1799,0.1992,0.7132
2026-06-28 21:09:58,POKT,74.2,68,+9.8,0.0772,0.5213,0.7019,0.2175,0.5213
2026-06-28 21:09:58,HP,72.9,20,-12.5,0.7445,0.6415,0.2895,0.327,0.3146
2026-06-28 21:09:58,CARV,63.4,14,-3.6,0.1808,-0.8326,0.3263,0.1766,0.4139
2026-06-28 21:09:58,SYRUP,43.1,18,-3.0,0.4435,-0.3105,0.2253,0.4144,0.4069
2026-06-28 21:09:58,MLK,27.3,6,-6.5,0.4946,0.0126,0.4778,0.4928,0.776
2026-06-28 21:09:58,ARK,24.0,6,-4.7,0.6079,-0.2917,0.252,0.3772,0.2769
2026-06-28 21:40:06,ELF,352.0,30,-9.1,0.3064,0.8973,0.4477,0.3293,0.2211
2026-06-28 21:40:06,AGLD,204.0,61,-7.8,0.3552,0.3349,0.3184,0.4551,0.6847
2026-06-28 21:40:06,TAVA,124.3,29,+1.8,0.1609,-0.299,0.3624,0.3218,0.5738
2026-06-28 21:40:06,BICO,78.0,37,+2.9,0.4057,0.0017,0.2138,0.3046,0.2124
2026-06-28 21:40:06,POKT,74.6,69,+9.1,0.1553,0.5655,0.594,0.2136,0.4941
2026-06-28 21:40:06,HP,68.4,19,-9.3,0.4728,0.2018,0.3951,0.4602,0.8702
2026-06-28 21:40:06,CARV,64.0,14,-4.7,0.1998,-0.834,0.2069,0.3434,0.4431
2026-06-28 21:40:06,SYRUP,39.6,16,+2.2,0.4396,-0.3363,0.1997,0.4409,0.6314
2026-06-28 21:40:06,MLK,26.5,6,-7.6,0.1108,0.2886,0.3609,0.6576,0.2957
2026-06-28 21:40:06,ARK,23.8,6,-2.9,0.6116,-0.332,0.3163,0.3315,0.2981
2026-06-28 22:01:12,GLM,20.2,8,+2.0,1.3333,-0.5893,0.7078,0.2101,0.1438
2026-06-28 22:10:14,ELF,351.6,30,-9.6,0.7154,-0.0562,0.2416,0.4634,0.7695
2026-06-28 22:10:14,AGLD,204.9,61,-8.6,0.722,0.233,0.2134,0.4643,0.0816
2026-06-28 22:10:14,TAVA,124.8,29,+0.9,0.0232,0.711,0.702,0.2764,0.4006
2026-06-28 22:10:14,BICO,78.7,37,+0.9,0.3431,0.1082,0.3881,0.3351,0.3808
2026-06-28 22:10:14,POKT,71.9,66,-9.3,0.0786,-0.227,0.1872,0.2708,0.5267
2026-06-28 22:10:14,HP,65.4,18,-5.4,0.4777,0.7283,0.2071,0.2495,0.4504
2026-06-28 22:10:14,CARV,64.1,14,-4.5,0.5461,-0.6248,0.2854,0.395,0.9036
2026-06-28 22:10:14,SYRUP,36.2,15,-3.9,0.9009,-0.3546,0.2051,0.3678,0.4952
2026-06-28 22:10:14,MLK,26.6,6,-8.6,0.2437,0.2379,0.376,0.6148,0.7391
2026-06-28 22:10:14,ARK,23.2,6,-4.7,0.6192,-0.3473,0.4729,0.3224,0.2869
2026-06-28 22:31:20,GLM,20.5,8,+2.7,0.6645,-0.4598,0.3942,0.2279,0.2877
2026-06-28 22:40:21,ELF,343.7,30,-7.5,0.6915,0.1794,0.2756,0.498,0.8743
2026-06-28 22:40:21,AGLD,202.9,61,-7.3,0.722,-0.0457,0.3462,0.3767,0.2936
2026-06-28 22:40:21,TAVA,125.0,29,+1.7,0.7358,0.2733,0.2724,0.35,0.5177
2026-06-28 22:40:21,BICO,79.0,37,+0.7,0.3085,0.2665,0.3729,0.2333,0.146
2026-06-28 22:40:21,CARV,65.2,14,-4.4,0.42,-0.8167,0.2685,0.3455,0.4473
2026-06-28 22:40:21,HP,62.4,17,-6.1,0.2044,0.2399,0.169,0.4596,0.6674
2026-06-28 22:40:21,POKT,61.2,56,-9.7,0.8097,0.166,0.2093,0.3291,0.3651
2026-06-28 22:40:21,SYRUP,33.9,14,-5.5,0.9009,-0.362,0.2124,0.3145,0.3329
2026-06-28 22:40:21,MLK,25.4,6,-7.7,0.2999,0.2052,0.4513,0.6888,0.4798
2026-06-28 22:40:21,ARK,22.9,5,-3.0,0.6154,-0.3089,0.4503,0.406,0.1746
2026-06-28 23:01:26,GLM,20.6,8,+1.4,0.6689,-0.4185,0.4,0.3212,0.2365
2026-06-28 23:10:28,ELF,345.0,30,-7.8,1.7629,-0.1345,0.191,0.5605,0.1756
2026-06-28 23:10:28,AGLD,202.8,61,-8.4,0.3643,0.0844,0.2593,0.3478,0.4997
2026-06-28 23:10:28,TAVA,126.9,30,-0.9,0.5168,-0.5262,0.5908,0.7707,0.0072
2026-06-28 23:10:28,BICO,79.1,37,+1.2,0.2384,0.3922,0.3493,0.213,0.5368
2026-06-28 23:10:28,CARV,65.5,14,-4.2,0.3079,-0.6186,0.3895,0.3815,0.1259
2026-06-28 23:10:28,HP,60.1,17,-4.8,0.5487,-0.0746,0.2363,0.3802,0.2384
2026-06-28 23:10:28,POKT,57.7,53,-1.0,0.1599,0.3078,0.5401,0.2956,0.387
2026-06-28 23:10:28,MLK,24.6,6,-8.2,0.3711,0.3066,0.4786,0.2991,0.611
2026-06-28 23:10:28,SYRUP,23.3,10,-8.5,0.4619,-0.3384,0.2053,0.322,0.2044
2026-06-28 23:10:28,ARK,22.5,5,-4.1,0.6154,-0.2702,0.2951,0.337,0.2202
2026-06-28 23:31:34,GLM,20.6,8,+0.7,0.6689,-0.435,0.4622,0.267,0.2183
2026-06-28 23:40:36,ELF,342.1,30,-6.4,0.2783,0.3388,0.1997,0.3638,0.6994
2026-06-28 23:40:36,AGLD,186.3,56,-16.0,0.722,0.0577,0.2904,0.4021,0.4497
2026-06-28 23:40:36,TAVA,126.9,30,-1.4,0.6598,-0.7616,0.4736,0.7356,0.6585
2026-06-28 23:40:36,BICO,77.1,36,-2.1,0.2716,0.2754,0.376,0.1828,0.574
2026-06-28 23:40:36,CARV,62.8,14,-5.6,0.27,-0.5642,0.3067,0.3097,0.3352
2026-06-28 23:40:36,HP,59.5,16,-4.9,0.8247,0.3389,0.3175,0.4587,0.2878
2026-06-28 23:40:36,POKT,57.3,53,+2.5,0.2411,0.6411,0.7404,0.4073,0.402
2026-06-28 23:40:36,MLK,24.4,6,-8.0,0.3149,0.0649,0.5164,0.596,0.4601
2026-06-28 23:40:36,ARK,22.4,5,-4.7,0.6154,-0.2988,0.5843,0.4411,0.2199
2026-06-29 00:01:47,GLM,20.4,8,+2.0,0.6689,-0.4734,0.6532,0.2804,0.2189
2026-06-29 00:10:49,ELF,258.9,22,-8.3,1.3995,0.2434,0.5079,0.4985,0.7817
2026-06-29 00:10:49,AGLD,148.5,45,-24.0,0.7353,-0.5999,0.2255,0.2102,0.2771
2026-06-29 00:10:49,TAVA,105.4,25,-12.8,0.0231,0.1146,0.6427,0.6983,0.1173
2026-06-29 00:10:49,BICO,77.9,37,-1.3,0.1353,0.0916,0.3905,0.1987,0.6214
2026-06-29 00:10:49,CARV,61.4,13,-8.7,0.312,-0.6757,0.5105,0.1454,0.6939
2026-06-29 00:10:49,HP,58.6,16,-2.6,0.6154,0.4606,0.4335,0.513,0.8442
2026-06-29 00:10:49,POKT,57.0,53,+4.7,0.7994,-0.0891,0.7986,0.3653,0.4492
2026-06-29 00:10:49,MLK,24.3,6,-9.3,0.0937,-0.3477,0.3686,0.7026,0.1872
2026-06-29 00:10:49,ARK,22.1,5,-4.7,1.2346,-0.2927,0.4751,0.4461,0.2333
2026-06-29 00:40:56,ELF,219.9,19,-10.9,1.5078,0.614,0.5334,0.2359,0.4077
2026-06-29 00:40:56,AGLD,134.0,40,-20.8,0.738,-0.4169,0.1834,0.227,0.6314
2026-06-29 00:40:56,TAVA,76.7,18,-17.2,0.0463,-0.7991,0.3041,0.7306,0.4291
2026-06-29 00:40:56,BICO,68.2,32,-6.0,0.3039,0.062,0.3089,0.4464,0.6333
2026-06-29 00:40:56,CARV,59.2,13,-6.5,0.4032,-0.6092,0.3406,0.3392,0.4734
2026-06-29 00:40:56,HP,57.7,16,-3.6,1.5588,0.3801,0.2341,0.6809,0.8555
2026-06-29 00:40:56,POKT,56.8,52,+2.1,1.0388,-0.4051,0.3317,0.4284,0.6272
2026-06-29 00:40:56,MLK,22.8,5,-8.1,0.2221,0.3053,0.2499,0.3452,0.6018
2026-06-29 00:40:56,ARK,22.0,5,-5.3,0.6154,-0.3538,0.4729,0.4027,0.2618
2026-06-29 01:11:04,ELF,214.6,19,-7.4,0.6925,0.1627,0.3167,0.466,0.2168
2026-06-29 01:11:04,AGLD,120.0,36,-16.9,0.3711,-0.0232,0.317,0.2032,0.4302
2026-06-29 01:11:04,TAVA,67.0,16,-18.0,0.3503,-0.0187,0.2553,0.3193,0.5108
2026-06-29 01:11:04,BICO,61.7,29,-2.4,0.2018,-0.2353,0.1385,0.3533,0.4416
2026-06-29 01:11:04,CARV,58.1,13,-6.5,0.4231,-0.6891,0.5332,0.3032,0.7762
2026-06-29 01:11:04,HP,57.5,16,-5.7,0.069,0.8302,0.2784,0.3412,0.4901
2026-06-29 01:11:04,POKT,56.8,52,+0.1,1.2759,-0.3269,0.3485,0.4598,0.3572
2026-06-29 01:11:04,MLK,22.9,5,-7.9,0.7266,-0.1498,0.7552,0.5491,0.2454
2026-06-29 01:11:04,ARK,22.0,5,-5.8,0.6192,-0.3414,0.4653,0.4119,0.4083
2026-06-29 01:41:11,ELF,210.9,18,-6.6,0.3049,-0.5062,0.4563,0.7244,0.3572
2026-06-29 01:41:11,AGLD,113.8,34,-18.8,0.7435,0.2268,0.3838,0.4599,0.6878
2026-06-29 01:41:11,TAVA,62.1,15,-17.9,0.3542,0.2054,0.526,0.2195,0.3018
2026-06-29 01:41:11,BICO,61.1,29,-2.2,0.1703,-0.0158,0.5591,0.1177,0.7398
2026-06-29 01:41:11,CARV,57.6,12,-7.0,0.426,-0.5413,0.3476,0.3206,0.4433
2026-06-29 01:41:11,HP,57.4,16,-5.3,0.551,0.8495,0.2939,0.409,0.3434
2026-06-29 01:41:11,POKT,56.8,52,+1.6,0.7186,-0.1949,0.3462,0.4741,0.6012
2026-06-29 01:41:11,MLK,22.9,5,-7.1,0.5933,0.1764,0.5052,0.7153,0.9554
2026-06-29 01:41:11,ARK,22.0,5,-5.3,0.6192,-0.3652,0.349,0.2807,0.4131
2026-06-29 02:11:18,ELF,209.9,18,-4.7,1.3652,-0.0057,0.5975,0.7469,0.0255
2026-06-29 02:11:18,AGLD,110.3,33,-16.1,0.7407,-0.1817,0.477,0.2072,0.619
2026-06-29 02:11:18,BICO,61.1,29,-3.1,0.1719,0.1493,0.361,0.1995,0.2877
2026-06-29 02:11:18,TAVA,60.3,14,-20.6,0.2686,0.7324,0.3077,0.3392,0.3027
2026-06-29 02:11:18,HP,57.2,16,-5.2,1.4398,0.7921,0.2866,0.2797,0.2909
2026-06-29 02:11:18,POKT,56.8,52,+3.3,0.7238,-0.7084,0.2293,0.5472,0.6243
2026-06-29 02:11:18,CARV,56.7,12,-6.6,0.4088,-0.5351,0.2664,0.3293,0.4681
2026-06-29 02:11:18,MLK,22.7,5,-8.9,1.4884,-0.7356,0.4009,0.8648,0.9796
2026-06-29 02:11:18,ARK,22.0,5,-5.8,0.6192,-0.3836,0.3588,0.3816,0.4131
2026-06-29 02:41:25,ELF,209.8,18,-5.2,1.0805,-0.0912,0.6255,0.6585,0.7686
2026-06-29 02:41:25,AGLD,108.4,33,-16.0,0.3724,0.0142,0.3799,0.2489,0.6197
2026-06-29 02:41:25,BICO,61.2,29,-2.4,0.173,0.3935,0.294,0.1937,0.5773
2026-06-29 02:41:25,CARV,57.4,12,-7.4,0.337,-0.2292,0.1604,0.2579,0.7095
2026-06-29 02:41:25,HP,57.1,16,-5.0,0.694,0.7954,0.3393,0.337,0.2708
2026-06-29 02:41:25,POKT,56.8,52,+2.1,0.8045,-0.4914,0.444,0.5271,0.6483
2026-06-29 02:41:25,TAVA,55.5,13,-19.2,0.806,-0.179,0.3958,0.7469,0.5609
2026-06-29 02:41:25,ARK,21.8,5,-4.2,1.2422,-0.4329,0.4005,0.3966,0.3495
2026-06-29 02:41:25,MLK,21.7,5,-8.0,0.0563,0.0526,0.5076,0.5311,0.952
2026-06-29 03:11:33,ELF,208.4,18,-4.7,1.0785,-0.0498,0.5989,0.6854,0.7857
2026-06-29 03:11:33,AGLD,107.3,32,-13.9,0.3683,0.0115,0.3874,0.2425,0.5339
2026-06-29 03:11:33,BICO,61.3,29,-4.5,0.1753,0.2268,0.3786,0.1491,0.4027
2026-06-29 03:11:33,CARV,57.3,12,-6.8,0.2969,-0.3,0.2876,0.2911,0.652
2026-06-29 03:11:33,HP,56.9,16,-5.3,1.1712,0.1682,0.326,0.7359,0.3818
2026-06-29 03:11:33,POKT,56.8,52,+3.5,0.2405,-0.4357,0.1674,0.4914,0.9274
2026-06-29 03:11:33,TAVA,52.9,12,-17.4,0.823,-0.7206,0.1878,0.4482,0.3388
2026-06-29 03:11:33,ARK,21.8,5,-3.6,1.2346,-0.3808,0.4728,0.4021,0.3495
2026-06-29 03:11:33,MLK,21.4,5,-8.0,0.3576,-0.1387,0.4826,0.6137,0.2162
2026-06-29 03:41:40,ELF,205.6,18,-4.2,0.841,-0.0953,0.5385,0.5623,0.8901
2026-06-29 03:41:40,AGLD,106.0,32,-15.2,0.7435,0.0096,0.4469,0.2726,0.3564
2026-06-29 03:41:40,BICO,60.7,28,-6.9,0.3134,0.2798,0.2721,0.2322,0.5669
2026-06-29 03:41:40,POKT,56.8,52,+3.8,0.4011,-0.4695,0.1691,0.5286,0.8356
2026-06-29 03:41:40,HP,56.7,16,-5.1,1.2422,0.7893,0.3273,0.3106,0.1515
2026-06-29 03:41:40,CARV,56.5,12,-6.9,0.4472,-0.3869,0.2639,0.2522,0.7031
2026-06-29 03:41:40,TAVA,47.4,11,-14.0,0.8226,-0.7328,0.1969,0.4463,0.3184
2026-06-29 03:41:40,ARK,21.4,5,-3.6,0.6154,-0.4128,0.5164,0.3629,0.3495
2026-06-29 03:41:40,MLK,20.6,5,-7.3,0.431,-0.0935,0.6317,0.5291,0.2087
2026-06-29 04:11:48,ELF,204.9,18,-3.0,1.1094,-0.0149,0.4941,0.6064,0.5641
2026-06-29 04:11:48,AGLD,105.7,32,-15.2,0.7547,0.0408,0.2283,0.3496,0.2494
2026-06-29 04:11:48,BICO,59.3,28,-7.6,0.3152,0.2664,0.2979,0.147,0.6189
2026-06-29 04:11:48,POKT,56.8,52,+3.2,0.7974,-0.0323,0.5896,0.4762,0.567
2026-06-29 04:11:48,HP,56.6,16,-3.8,1.2422,0.7879,0.3224,0.3037,0.3351
2026-06-29 04:11:48,CARV,55.6,12,-7.8,0.2427,-0.3184,0.2297,0.2566,0.7039
2026-06-29 04:11:48,TAVA,45.1,11,-9.4,0.7984,-0.7626,0.2256,0.4522,0.3058
2026-06-29 04:11:48,ARK,21.3,5,-4.7,0.6192,-0.4441,0.4573,0.2947,0.3489
2026-06-29 04:11:48,MLK,20.6,5,-7.6,1.0276,-0.5999,0.6504,0.7094,0.3396
2026-06-29 04:41:55,ELF,203.5,18,-5.4,0.7728,-0.3268,0.5865,0.3779,0.3872
2026-06-29 04:41:55,AGLD,105.4,32,-15.7,0.7576,0.0713,0.2978,0.3,0.1749
2026-06-29 04:41:55,BICO,57.6,27,-5.0,0.3858,0.2758,0.2972,0.2212,0.5573
2026-06-29 04:41:55,POKT,56.8,52,+2.3,0.558,-0.0194,0.591,0.4898,0.4137
2026-06-29 04:41:55,HP,56.1,15,-4.3,0.8287,0.6104,0.3124,0.3247,0.435
2026-06-29 04:41:55,CARV,55.4,12,-6.5,0.3731,-0.358,0.2495,0.2224,0.542
2026-06-29 04:41:55,TAVA,43.4,10,-7.4,0.7529,-0.2214,0.389,0.8107,0.2668
2026-06-29 04:41:55,ARK,21.0,5,-2.4,0.6192,-0.4225,0.3783,0.2799,0.3489
2026-06-29 04:41:55,MLK,20.4,5,-7.5,1.0277,-0.5657,0.63,0.7456,0.3439
2026-06-29 05:12:02,ELF,202.5,17,-4.6,0.4707,-0.4642,0.6392,0.4008,0.3047
2026-06-29 05:12:02,AGLD,102.7,31,-18.5,0.3738,0.071,0.2679,0.3023,0.2314
2026-06-29 05:12:02,POKT,56.6,52,+1.1,0.1601,-0.0974,0.6434,0.4559,0.3864
2026-06-29 05:12:02,HP,55.7,15,-3.9,0.5517,0.4847,0.5286,0.3326,0.3778
2026-06-29 05:12:02,CARV,55.1,12,-7.7,0.355,-0.4144,0.2463,0.2553,0.5469
2026-06-29 05:12:02,BICO,53.3,25,-12.0,0.3522,0.5461,0.2563,0.2454,0.2709
2026-06-29 05:12:02,TAVA,43.5,10,-9.1,0.6643,0.7475,0.3514,0.2624,0.7792
2026-06-29 05:12:02,ARK,21.0,5,-3.0,1.2346,-0.422,0.3883,0.4104,0.3538
2026-06-29 05:42:09,ELF,200.3,17,-3.4,1.5656,-0.6789,0.2787,0.3688,0.3471
2026-06-29 05:42:09,AGLD,100.4,30,-18.3,0.3766,-0.1525,0.3264,0.2418,0.2071
2026-06-29 05:42:09,POKT,56.6,52,+1.4,0.0799,0.0522,0.5634,0.5389,0.3853
